category	paragraph_1	paragraph_2	len_paragraph_1	is_plagiarism	plagiarism_type
technology	Harland and Wolff menempatkan para desainer utamanya dalam perancangan kapal kelas Olympic. Perancangan ini diawasi oleh Lord Pirrie, direktur Harland and Wolff dan White Star Line; arsitek laut Thomas Andrews, direktur pelaksana departemen desain Harland and Wolff; Edward Wilding, wakil Andrews dan bertanggung jawab atas penghitungan desain kapal, keseimbangan dan kerapiannya; dan Alexander Carlisle, kepala juru gambar kapal dan manajer umum. Tugas Carlisle adalah dekorasi, perlengkapan dan semua pengaturan umum, termasuk penerapan desain derek sekoci yang efisien.	Algoritme bisa diklasifikasikan berdasarkan jumlah waktu yang dibutuhkan untuk selesai dibandingkan dengan ukuran inputnya. Ada berbagai varietas: beberapa algoritme selesai dalam waktu linear relatif terhadap ukuran input, beberapa selesai dalam jumlah waktu yang eksponensial atau lebih buruh, dan beberapa berhenti	3	False	non-plagiarism
technology	Pada tanggal 29 Juli 1908, Harland and Wolff mempresentasikan sketsanya kepada J. Bruce Ismay dan para eksekutif White Star Line lainnya	Pada gugur 29 Juli 1908 sketsanya dipresentasi Harland and Wolff akan J Bruce Ismay beserta para administrator White Star Line lainnya	2	True	structural change
technology	"Ismay menyetujui desain tersebut dan menandatangani tiga ""surat perjanjian"" dua hari kemudian yang mengizinkan pembangunan kapal. Saat itu, kapal pertama tersebut – yang kelak menjadi Olympic – belum mempunyai nama, tetapi hanya ditandai sebagai ""Number 400"", karena kapal ini adalah kapal ke-400 yang dibangun Harland and Wolff"	Francis Carruthers, seorang pengawas dari Board of Trade, juga hadir untuk melihat apakah semuanya berjalan dengan baik dan apakah kapal ini layak mengangkut penumpang.	2	False	non-plagiarism
technology	Titanic didasarkan pada versi revisi desain yang sama dan diberi nomor 401.	Pada era digital sekarang media internet sangat berpengaruh penting dalam kehidupan, karena dengan adanya internet pengguna dengan mudah mencari informasi yang sifatnya tidak terbatas yang area nya mencakup sistem global, sehingga memungkinkan pengguna dapat bertukar data, pesan, dokumen dalam hanya hitungan detik dengan situs-situs yang ada di dunia, Robert l. Mathis dan Jhon H	1	False	non-plagiarism
technology	Titanic memiliki panjang 882 kaki 9 inci (269,06 m) dengan lebar maksimum 92 kaki 6 inci (28,19 m). Tinggi keseluruhannya, diukur dari dasar lunas ke puncak anjungan, adalah 104 kaki (32 m). Kapal ini berbobot 46.328 ton daftar bruto dan dengan daya muat 34 kaki 7 inci (10,54 m), kapal ini berbobot total 52.310 ton.	Titanic memiliki panjang 882 kaki 9 inci (269,06 m) dengan lebar maksimum 92 kaki 6 inci (28,19 m). Tinggi keseluruhannya, diukur dari dasar lunas ke puncak anjungan, adalah 104 kaki (32 m). Kapal ini berbobot 46.328 ton daftar bruto dan dengan daya muat 34 kaki 7 inci (10,54 m), kapal ini berbobot total 52.310 ton.	3	True	literal
technology	Ketiga kapal kelas Olympic mempunyai sebelas geladak (tidak termasuk kantor perwira di bagian atas), delapan di antaranya digunakan penumpang. Dari atas ke bawah, geladak-geladak tersebut adalah:	Ketiga kapal kelas Olympic mempunyai sebelas geladak (tidak termasuk kantor perwira di bagian atas), delapan di antaranya digunakan penumpang. Dari atas ke bawah, geladak-geladak tersebut adalah:	2	True	literal
technology	Boat Deck , tempat sekoci dileatkkan. Pada jam-jam pertama 15 April 1912, dari sinilah sekoci Titanic diturunkan ke Samudra Atlantik Utara	Boat Deck , tempat sekoci dileatkkan. Pada jam-jam pertama 15 April 1912, dari sinilah sekoci Titanic diturunkan ke Samudra Atlantik Utara	2	True	literal
technology	Anjungan dan ruang kemudi ada di ujung depan, di depan kantor kapten dan perwira. Anjungan terletak 8 kaki (2,4 m) di atas geladak, menjorok ke samping agar kapal dapat diawasi ketika merapat	Empat jam setelah Titanic meninggalkan Southampton, kapal tiba di Cherbourg dan disambut oleh kapal-kapal tender. 274 penumpang naik kapal dan 24 lainnya tinggal di kapal tender untuk diangkut kembali ke daratan	2	False	non-plagiarism
technology	Ruang kemudi terletak tepat di belakang dan atas anjungan. Pintu masuk ke Grand Staircase Kelas Satu dan gimnasium ada di tengah kapal bersama atap lounge Kelas Satu, sementar di belakang geladak adalah atap ruang cerutu Kelas Satu dan pintu masuk Kelas Dua yang relatif sederhana	"Algoritme adalah metode efektif diekspresikan sebagai rangkaian terbatas dari instruksi-instruksi yang telah didefinisikan dengan baik untuk menghitung sebuah fungsi. Dimulai dari sebuah kondisi awal dan input awal (mungkin kosong), instruksi-instruksi tersebut menjelaskan sebuah komputasi yang, bila dieksekusi, diproses lewat sejumlah urutan kondisi terbatas yang terdefinisi dengan baik, yang pada akhirnya menghasilkan ""keluaran"" dan berhenti di kondisi akhir. Transisi dari satu kondisi ke kondisi selanjutnya tidak harus deterministik; beberapa algoritme, dikenal dengan algoritme pengacakan, menggunakan masukan acak."	2	False	non-plagiarism
technology	Geladak berlapis kayu ini terbagi menjadi empat teras terpisah; secara berurutan untuk perwira, penumpang Kelas Satu, teknisi dan penumpang Kelas Dua. Sekoci berjajar di sisi geladak, melompati wilayah Kelas Satu agar pemandangan dari sana tidak terganggu.	Dek berlapis kayu ini dibagi menjadi empat teras terpisah; Secara berurutan untuk petugas, penumpang kelas satu, teknisi dan penumpang kelas dua. Sekoci berbaris di geladak, melompati area kelas satu sehingga pemandangan dari sana tidak terganggu. 	2	True	paraphrase
technology	, tempat sekoci dileatkkan. Pada jam-jam pertama 15 April 1912, dari sinilah sekoci diturunkan ke Samudra Atlantik Utara	Kapten Edward John Smith, kapten paling senior di White Star Line, ditransfer dari Olympic untuk mengambil alih kendali Titanic. Henry Tingle Wilde juga ditarik dari Olympic untuk bertugas sebagai Chief Mate. Chief Mate dan First Officer Titanic sebelumnya, William McMaster Murdoch dan Charles Lightoller, diturunkan pangkatnya masing-masing ke First dan Second Officer. Second Officer yang asli, David Blair, tidak jadi dipekerjakan.	2	False	non-plagiarism
technology	Anjungan dan ruang kemudi ada di ujung depan, di depan kantor kapten dan perwira. Anjungan terletak 8 kaki (2,4 m) di atas geladak, menjorok ke samping agar kapal dapat diawasi ketika merapat	"Pelat-pelat tersebut dipasang dengan gaya klinker (tumpang tindih) dari lunas sampai lambungnya. Di atas bagian itu, pelat dipasang dengan gaya ""luar dalam"", yang berarti pemasangan pelat pelatnya dipasang berbentuk pita (disebut ""pelat lurus dalam"") dengan celah yang ditutup oleh ""pelat lurus luar"", sehingga tumpang tindih di pinggirannya"	2	False	non-plagiarism
technology	Ruang kemudi terletak tepat di belakang dan atas anjungan. Pintu masuk ke Grand Staircase Kelas Satu dan gimnasium ada di tengah kapal bersama atap lounge Kelas Satu, sementar di belakang geladak adalah atap ruang cerutu Kelas Satu dan pintu masuk Kelas Dua yang relatif sederhana	Ruang setir terletak benar pada buntut maka atas anjungan Pintu bersetuju ke Grand Staircase Kelas Satu dan gimnasium sedia pada sementara pesawat berpatungan atap lounge Kelas Satu sementar dalam belakang dek yakni asbes lajur cerutu Kelas Satu dan portal masuk Kelas Dua yang nisbi elementer	2	True	structural change
technology	Geladak berlapis kayu ini terbagi menjadi empat teras terpisah; secara berurutan untuk perwira, penumpang Kelas Satu, teknisi dan penumpang Kelas Dua. Sekoci berjajar di sisi geladak, melompati wilayah Kelas Satu agar pemandangan dari sana tidak terganggu	Geladak terbuka kapal terbuat dari kayu pinus dan jati, sementara langit-langit kapal dilapisi butiran gabus bercat untuk mencegah kondensasi. Superstruktur ini terdiri dari dua geladak, Promenade Deck dan Boat Deck, yang memiliki panjang 500 kaki (150 m)	2	False	non-plagiarism
technology	A Deck , juga disebut Promenade Deck , membentang sepanjang keseluruhan panjang struktur super ini, yaitu 546 kaki (166 m). Geladak ini dirancang khusus untuk penumpang Kelas Satu dan berisikan kabin Kelas Satu, lounge Kelas Satu, ruang cerutu, ruang baca tulis dan Palm Court.	A Deck , juga disebut Promenade Deck , membentang sepanjang keseluruhan panjang struktur super ini, yaitu 546 kaki (166 m). Geladak ini dirancang khusus untuk penumpang Kelas Satu dan berisikan kabin Kelas Satu, lounge Kelas Satu, ruang cerutu, ruang baca tulis dan Palm Court.	2	True	literal
technology	, juga disebut , membentang sepanjang keseluruhan panjang struktur super ini, yaitu 546 kaki (166 m). Geladak ini dirancang khusus untuk penumpang Kelas Satu dan berisikan kabin Kelas Satu, lounge Kelas Satu, ruang cerutu, ruang baca tulis dan Palm Court	Pada tahun yang sama yaitu tahun 1972, ikon at (@) juga diperkenalkan sebagai lambang penting yang menunjukan “at” atau “pada”. Tahun 1973, jaringan komputer ARPANET mulai dikembangkan meluas ke luar Amerika Serikat	2	False	non-plagiarism
technology	B Deck , atau Bridge Deck , adalah geladak atas penopang berat sekaligus tingkat teratas lambung kapal. Sebagian besar akomodasi penumpang Kelas Satu dibangun di sini, dilengkapi enam kamar istana (kabin) yang memiliki terasnya sendiri	Pemrograman Linear Saat mencari solusi optimal terhadap sebuah fungsi linear yang terikat persamaan linear dan ketidaksamaan konstrain, batasan dari permasalahan bisa digunakan secara langsung untuk menghasilkan solusi optimal. Ada algoritme yang dapat memecahkan setiap permasalahan dalam kategori ini, seperti algoritme simpleks yang terkenal	2	False	non-plagiarism
technology	Di Titanic , A La Carte Restaurant dan Café Parisien menyediakan fasilitas makan mewah bagi penumpang Kelas Satu. Keduanya dioperasikan oleh koki dan staf subkontrak; semuanya tewas dalam bencana	Di Titanic, sebuah restoran la carte dan kafe Parisien menyediakan fasilitas makan mewah untuk penumpang kelas satu. Keduanya dioperasikan oleh koki dan staf subkontrak; Semuanya terbunuh dalam bencana 	2	True	paraphrase
technology	Ruang cerutu Kelas Dua dan aula pintu masuk ada di geladak ini. Geladak haluan kapal yang terangkat berada di depan Bridge Deck dan terdiri dari palka Nomor 1 (palka utama menuju ruang kargo), berbagai macam mesin dan jangkar	Boat Deck , tempat sekoci dileatkkan. Pada jam-jam pertama 15 April 1912, dari sinilah sekoci Titanic diturunkan ke Samudra Atlantik Utara	2	False	non-plagiarism
technology	"Geladak ini tertutup bagi penumpang; adegan ""terbang"" yang terkenal di haluan kapal pada film Titanic tahun 1997 tidak akan mungkin terjadi di dunia nyata. Buritan Bridge Deck adalah Poop Deck yang dinaikkan, dengan panjang 106 kaki (32 m), digunakan sebagai teras untuk penumpang Kelas Tiga"	"Keunikan dari konsepsi formalisasi algoritme adalah operasi penetapan, mengatur nilai dari sebuah variabel. Ia berasal dari intuisi ""ingatan"" sebagai kertas buram"	2	False	non-plagiarism
technology	Di sanalah tempat bertahan terakhir bagi banyak penumpang dan awak Titanic ketika kapal tenggelam. Geladak haluan dan Poop Deck terpisah dari Bridge Deck melalui dek turun.	Terkadang bidang-bidang tersebut saling tumpang tindih, dan perkembangan algoritme di satu bidang bisa meningkatkan bidang lainnya yang terkadang tidak berkaitan. Sebagai contohnya, pemrograman dinamis ditemukan untuk optimisasi konsumsi sumber daya dalam industri, tetapi sekarang digunakan untuk menyelesaikan sejumlah besar permasalahan dalam banyak bidang.	2	False	non-plagiarism
technology	, atau , adalah geladak atas penopang berat sekaligus tingkat teratas lambung kapal. Sebagian besar akomodasi penumpang Kelas Satu dibangun di sini, dilengkapi enam kamar istana (kabin) yang memiliki terasnya sendiri	Algoritme Monte Carlo mengembalikan jawaban yang benar dengan probabilitas-tinggi. Misalnya, RP adalah sub-klas dari algoritme ini yang berjalan dalam waktu polinomial) Algoritme Las Vegas selalu mengembalikan jawaban yang benar, tetapi waktu prosesnya adalah hanya terikat secara probabilistik, misalnya ZPP.	2	False	non-plagiarism
technology	Di , Restaurant dan Café Parisien menyediakan fasilitas makan mewah bagi penumpang Kelas Satu. Keduanya dioperasikan oleh koki dan staf subkontrak; semuanya tewas dalam bencana	Pada pukul 12:13 tanggal 31 Mei 2011, tepatnya 100 tahun setelah Titanic diluncurkan dari galangan kapal, sebuah suar ditembakkan di kawasan galangan kapal Belfast untuk memperingatinya. Semua kapal di wilayah sekitar galangan kapal Harland and Wolff kemudian membunyikan klakson dan kerumunan yang ada bertepuk tangan selama 62 detik, waktu yang diperlukan untuk meluncurkan kapal dari galangannya pada tahun 1911. Pada tanggal 12 Maret 2012, BBC Songs Of Praise, dari Belfast, membentuk tugu peringatan Titanic. Program ini menyiarkan serangkaian himne maritim dan diakhiri Nearer, My God, to Thee, yang dianggap sebagai lagu terakhir yang dimainkan band kapal.	2	False	non-plagiarism
technology	Ruang cerutu Kelas Dua dan aula pintu masuk ada di geladak ini. Geladak haluan kapal yang terangkat berada di depan Bridge Deck dan terdiri dari palka Nomor 1 (palka utama menuju ruang kargo), berbagai macam mesin dan jangkar	Kelas dua ruang cerutu dan ruang masuk di dek ini. Haluan kapal diangkat di depan dek jembatan dan terdiri dari Palka Nomor 1 (palka utama ke ruang kargo), berbagai jenis mesin dan jangkar 	2	True	paraphrase
technology	"Geladak ini tertutup bagi penumpang; adegan ""terbang"" yang terkenal di haluan kapal pada film tahun 1997 tidak akan mungkin terjadi di dunia nyata. Buritan Bridge Deck adalah Poop Deck yang dinaikkan, dengan panjang 106 kaki (32 m), digunakan sebagai teras untuk penumpang Kelas Tiga"	"Deck  ini tertutup bagi penumpang; adegan ""terbang"" yang famous  di haluan kapal on  film tahun 1997 not  will  maybe  occur  di dunia nyata. Stern  Bridge Deck adalah Poop Deck yang dinaikkan, with  panjang 106 kaki (32.  m), digunakan sebagai terrace  for  passenger  Class  Tiga"	2	True	translated
technology	Di sanalah tempat bertahan terakhir bagi banyak penumpang dan awak ketika kapal tenggelam. Geladak haluan dan Poop Deck terpisah dari Bridge Deck melalui dek turun	In  sanalah tempat bertahan terakhir bagi banyak penumpang and  awak ketika kapal Sink. Deck  haluan dan Poop Deck terpisah dari Bridge Deck  melalui dek turun	2	True	translated
technology	C Deck , atau Shelter Deck , adalah geladak tertinggi yang merentang langsung dari ujung haluan ke ujung buritan kapal. C Deck terdiri dari dua geladak turun; geladak buritan adalah bagian dari tempat jalan-jalan Kelas Tiga	"Kapal tunda di dekatnya, Vulcan, berusaha mengendalikan New York dan Kapten Smith memerintahkan agar mesin-mesin Titanic ""dimundurkan penuh"". Kedua kapal menghindari tabrakan dengan beda jarak sekitar 4 kaki (1,2 m)"	2	False	non-plagiarism
technology	Kabin awak terletak di bawah geladak haluan dan ruang umum Kelas Tiga terletak di bawah Poop Deck. Di antara keduanya adalah sebagian besar kabin Kelas Satu dan perpustakaan Kelas Dua.	"Contoh diagram dari algoritme Euclid dari T.L. Health 1908 dengan rincian tambahan. Euclid tidak sampai pada penghitungan ketiga dan tidak memberikan contoh numeris. Nocomachus memberikan contoh dari 49 dan 21: ""Saya mengurangi yang kecil dari yang besar; 28 adalah yang kiri; kemudian saya kurangi lagi 21 (hal ini memungkinkan); tersisa 7, tetapi 7 tidak bisa dikurangi dari 7."" Heath berkomentar bahwa, ""Kalimat terakhir terdengar aneh, tetapi maknanya sangat jelas, begitu juga makna dari kalimat tentang mengakhiri 'dengan satu dan angka yang sama'.""(Heath 1908:300)."	2	False	non-plagiarism
technology	, atau , adalah geladak tertinggi yang merentang langsung dari ujung haluan ke ujung buritan kapal. C Deck terdiri dari dua geladak turun; geladak buritan adalah bagian dari tempat jalan-jalan Kelas Tiga	C Deck terdiri dari dua geladak turun; geladak buritan adalah bagian dari tempat jalan-jalan Kelas Tiga	2	True	partial literal
technology	Kabin awak terletak di bawah geladak haluan dan ruang umum Kelas Tiga terletak di bawah Poop Deck. Di antara keduanya adalah sebagian besar kabin Kelas Satu dan perpustakaan Kelas Dua	Kabin kru terletak di bawah dek busur dan ruang publik kelas tiga terletak di bawah dek kotoran. Antara keduanya sebagian besar kabin kelas satu dan perpustakaan kelas dua 	2	True	paraphrase
technology	D Deck , atau Saloon Deck , didmonasi oleh tiga ruang umum berukuran besar – Ruang Resepsi Kelas Satu, Ruang Makan Kelas Satu, dan Ruang Makan Kelas Dua. Sebuah ruang terbuka juga dibangun untuk penumpang Kelas Tiga	D Deck alias Saloon Deck didmonasi cak  sama tiga ruang ijmal bertakaran akbar - Ruang Resepsi Kelas Satu Ruang Makan Kelas Satu beserta Ruang Makan Kelas Dua Sebuah celah terbuka jua dibangun menurut pembonceng Kelas Tiga	2	True	structural change
technology	Para penumpang Kelas Satu, Dua, dan Tiga memiliki kabin di geladak ini, dilengkapi kamar tidur untuk juru api yang terletak di haluan. Geladak ini adalah tingkat tertinggi yang dicapai sekat kedap air kapal (meski hanya delapan dari lima belas sekat).	Para pembonceng Kelas Satu Dua beserta Tiga memiliki bilik pada dek ini dilengkapi bilik tidur akan sudut cahaya nan terletak di jurusan Geladak ini ialah tingkat paripurna nan dicapai bidai kompak air kapal ( pun hanya delapan dari lima belas kasihan sekesel ) 	2	True	structural change
technology	, atau , didmonasi oleh tiga ruang umum berukuran besar – Ruang Resepsi Kelas Satu, Ruang Makan Kelas Satu, dan Ruang Makan Kelas Dua. Sebuah ruang terbuka juga dibangun untuk penumpang Kelas Tiga	, Atau, itu dilakukan oleh tiga ruang publik besar - ruang penerimaan kelas satu, ruang makan kelas satu, dan ruang makan kelas dua. Ruang terbuka juga dibangun untuk penumpang kelas tiga 	2	True	paraphrase
technology	Para penumpang Kelas Satu, Dua, dan Tiga memiliki kabin di geladak ini, dilengkapi kamar tidur untuk juru api yang terletak di haluan. Geladak ini adalah tingkat tertinggi yang dicapai sekat kedap air kapal (meski hanya delapan dari lima belas sekat)	Satu penumpang kelas, dua, dan tiga memiliki kabin di dek ini, dilengkapi dengan kamar tidur untuk mencoret api yang terletak di arah. Dek ini adalah level tertinggi yang dicapai oleh kapal (meskipun hanya delapan dari lima belas sekat) 	2	True	paraphrase
technology	E Deck , atau Upper Deck , lebih dimanfaatkan untuk akomodasi penumpang untuk semua kelas ditambah kamar tidur koki, pelaut, pelayan, dan penghias. Di sepanjang geladak ini, terdapat sebuah lorong panjang yang dijuluki Scotland Road oleh para awak, merujuk pada nama sebuah jalan terkenal di Liverpool.	E Deck alias Upper Deck bertambah dimanfaatkan untuk fasilitas pengikut akan seluruh kelas ditambah kamar molor  koki bahariwan bayu beserta penghias Di sejauh geladak ini diperoleh sebuah lorong berjarak nan dijuluki Scotland Road cak  sama gayang-gayang awak melihat pada pamor sebuah jalan prominen dalam Liverpool 	2	True	structural change
technology	, atau , lebih dimanfaatkan untuk akomodasi penumpang untuk semua kelas ditambah kamar tidur koki, pelaut, pelayan, dan penghias. Di sepanjang geladak ini, terdapat sebuah lorong panjang yang dijuluki Scotland Road oleh para awak, merujuk pada nama sebuah jalan terkenal di Liverpool	 alias bertambah dimanfaatkan untuk fasilitas pengikut akan seluruh kelas ditambah kamar molor  koki bahariwan bayu beserta penghias Di sejauh geladak ini diperoleh sebuah lorong berjarak nan dijuluki Scotland Road cak  sama gayang-gayang awak melihat pada pamor sebuah jalan prominen dalam Liverpool	2	True	structural change
technology	F Deck , atau Middle Deck , adalah geladak lengkap yang terakhir dan didominasi akomodasi untuk penumpang Kelas Tiga. Ada pula beberapa kabin Kelas Dua dan akomodasi awak	F Deck alias Middle Deck ialah geladak bulat nan terakhir bersama didominasi kemudahan untuk penumpang Kelas Tiga Ada kembali beberapa bilik Kelas Dua serta fasilitas sarira	2	True	structural change
technology	Ruang makan Kelas Tiga terletak di sini, begitu pula kolam renang dan pemandian Turki.	Ruang kemudi terletak tepat di belakang dan atas anjungan. Pintu masuk ke Grand Staircase Kelas Satu dan gimnasium ada di tengah kapal bersama atap lounge Kelas Satu, sementar di belakang geladak adalah atap ruang cerutu Kelas Satu dan pintu masuk Kelas Dua yang relatif sederhana	1	False	non-plagiarism
technology	, atau , adalah geladak lengkap yang terakhir dan didominasi akomodasi untuk penumpang Kelas Tiga. Ada pula beberapa kabin Kelas Dua dan akomodasi awak	White Star Line sebelumnya berhasil memakai kombinasi mesin yang sama pada kapal SS Laurentic. Gabungan ini memberikan kombinasi performa dan kecepatan yang bagus; mesin bolak-balik sendiri tidak cukup kuat untuk mendorong sebuah kapal kelas Olympic pada kecepatan yang diinginkan, sementara turbin lumayan kuat namun mengakibatkan getaran yang tidak nyaman, sebuah masalah yang memengaruhi kapal-kapal serba turbin milik Cunard, Lusitania dan Mauretania	2	False	non-plagiarism
technology	Ruang makan Kelas Tiga terletak di sini, begitu pula kolam renang dan pemandian Turki. G Deck , atau Lower Deck , adalah geladak lengkap terendah yang mengangkut penumpang	"Hal ini mereduksi jumlah instruksi dasar dari 13 menjadi 8, yang membuatnya ""lebih elegan"" dari ""Elegan"" dengan 9 langkah."	2	False	non-plagiarism
technology	dan memiliki jendela kapal paling bawah, tepat di atas garis air. Lapangan squash terletak di sini bersama kantor pos berjalan, tempat para petugas surat menyortir surat dan parsel untuk dikirimkan setelah kapal merapat di dermaga	Lapangan squash terletak di sini bersama kantor pos berjalan, tempat para petugas surat menyortir surat dan parsel untuk dikirimkan setelah kapal merapat di dermaga	2	True	partial literal
technology	Bahan pangan juga disimpan di sini. Di beberapa tempat, geladak ini ditembus oleh geladak orlop (setengah) di atas ruang ketel, mesin, dan turbin.	Bahan makanan juga disimpan di sini. Di beberapa tempat, dek ini ditembus oleh dek orlop (setengah) di atas ketel, mesin dan ruang turbin. 	2	True	paraphrase
technology	, atau , adalah geladak lengkap terendah yang mengangkut penumpang. dan memiliki jendela kapal paling bawah, tepat di atas garis air	, atau , adalah geladak lengkap terendah yang mengangkut penumpang	2	True	partial literal
technology	Lapangan squash terletak di sini bersama kantor pos berjalan, tempat para petugas surat menyortir surat dan parsel untuk dikirimkan setelah kapal merapat di dermaga. Bahan pangan juga disimpan di sini	Lapangan squash terletak di sini bersama kantor pos berjalan, tempat para petugas surat menyortir surat dan parsel untuk dikirimkan setelah kapal merapat di dermaga. Bahan pangan juga disimpan di sini	2	True	literal
technology	Di beberapa tempat, geladak ini ditembus oleh geladak orlop (setengah) di atas ruang ketel, mesin, dan turbin. Orlop Decks dan Tank Top berada di tingkat terendah kapal, di bawah garis air	In  beberapa tempat, geladak ini ditembus oleh geladak Orlop  (setengah) di atas room  ketel, mesin, dan turbine. Orlop  Decks dan Tank Top berada di tingkat Lowest  kapal, di bawah line  air	2	True	translated
technology	Geladak orlop dipakai untuk ruang kargo, sementara Tank Top – bagian bawah terdalam di lambung kapal – memiliki ruang tempat ketel, turbin, dan generator listik kapal dipasang. Bagian kapal yang satu ini didominasi oleh ruang mesin dan ketel, tempat-tempat yang tidak biasa dilihat penumpang	Algoritme berbeda mungkin menyelesaikan pekerjaan yang sama dengan kumpulan instruksi yang berbeda dengan waktu, ruang, atau 'usaha' lebih sedikit atau banyak dari yang lain. Sebagai contohnya, algoritme pencairan binari biasanya mengungguli pencarian berderet secara paksa bila digunakan untuk tabel pencarian pada deret terurut.	2	False	non-plagiarism
technology	Kedua ruang ini terhubung dengan tingkat teratas di kapal melalui serangkaian tangga; dua tangga spiral dekat haluan memberi akses ke D Deck.	"Knuth: ""... kita menginginkan algoritme yang baik dalam definisi estetika sederhana"	1	False	non-plagiarism
technology	Olympic yang menampilkan kemudi dan baling-baling tengah dan samping kiri . Bandingkan ukurannya dengan pria di bawah gambar. Pemandangan sisi kiri belakangyang menampilkan kemudi dan baling-baling tengah dan samping kiri . Bandingkan ukurannya dengan pria di bawah gambar.	Dengan pendapatan kotor di seluruh dunia sebesar $1,8 miliar, Titanic adalah film pertama yang mencapai angka miliaran dolar dan menjadi film terlaris sepanjang masa selama dua belas tahun (sampai dikalahkan film Cameron sendiri, Avatar, pada tahun 2010). Titanic juga menjadi film epik terbaik keenam sepanjang masa dalam daftar AFI's 10 Top 10 yang disusun American Film Institute.	4	False	non-plagiarism
technology	Titanic dilengkapi dengan tiga mesin - dua mesin uap tiga ekspansi empat silinder bolak-balik dan satu turbin Parsons bertekanan rendah di tengah - yang masing-masing mendorong satu baling-baling. Dua mesin bolak-balik memiliki kekuatan gabungan sebesar 30.000 hp dan sisa 16.000 hp berasal dari turbin	Titanic dilengkapi dengan tiga mesin - dua mesin uap tiga ekspansi empat silinder bolak-balik dan satu turbin parsons tekanan rendah di tengah - masing-masing mendorong satu baling-baling. Dua mesin bolak-balik memiliki kekuatan gabungan 30.000 hp dan 16.000 hp sisanya berasal dari turbin 	2	True	paraphrase
technology	White Star Line sebelumnya berhasil memakai kombinasi mesin yang sama pada kapal SS Laurentic. Gabungan ini memberikan kombinasi performa dan kecepatan yang bagus; mesin bolak-balik sendiri tidak cukup kuat untuk mendorong sebuah kapal kelas Olympic pada kecepatan yang diinginkan, sementara turbin lumayan kuat namun mengakibatkan getaran yang tidak nyaman, sebuah masalah yang memengaruhi kapal-kapal serba turbin milik Cunard, Lusitania dan Mauretania	tak kurang dari 100000 komputer membentuk sebuah jaringan. Pertengahan tahun 1990 merupakan tahun yang paling bersejarah, ketika Tim Berners Lee merancang sebuah programe penyunting dan penjelajah yang dapat menjelajai komputer yang satu dengan yang lainnya dengan membentuk jaringan	2	False	non-plagiarism
technology	Dengan menggabungkan mesin bolak-balik dengan sebuah turbin, pemakaian bahan bakar dapat dikurangi dan tenaga motif meningkat dengan jumlah uap yang sama.	"Sifat dominasi dunia AI yang tak dapat dielakkan, kadang-kadang disebut ""the Singularity"", juga dibantah oleh beberapa penulis sains seperti Isaac Asimov, Vernor Vinge dan Kevin Warwick. Dalam pekerjaan seperti manga Ghost in the Shell-nya orang Jepang, keberadaan mesin cerdas mempersoalkan definisi hidup sebagai organisme lebih dari sekadar kategori entitas mandiri yang lebih luas, membangun konsep kecerdasan sistemik yang bergagasan"	1	False	non-plagiarism
technology	Dua mesin bolak-balik berukuran raksasa, masing-masing sepanjang 63 kaki (19 m) dan berbobot 720 ton. Pelat dasarnya sendiri berbobot 195 ton. Kedua mesin didorong tenaga uap yang dihasilkan 29 ketel, 24 di antaranya berujung ganda dan 5 berujung tunggal, yang terdiri dari 159 tungku secara keseluruhan. Ketel-ketel tersebut berdiameter 15 kaki 9 inci (4,80 m) dan sepanjang 20 kaki (6,1 m), masing-masing berbobot 91,5 ton dan mampu menampung 48,5 ton air.	Dua alat perkakas bolak-balik berdimensi rahu per sepanjang 63 ceker  ( 19 m ) serta (agak) berat 720 ton Pelat dasarnya seorang diri berbobot 195 ton Kedua alat perkakas didorong tenaga kukus nan dihasilkan 29 cerek 24 dalam antaranya berujung ganda bersama 5 berujung num nan terdiri dari 159 tenggarang secara totalitas Ketel-ketel tercantum berdiameter 15 kaki 9 dim ( 4 80 m ) beserta sepanjang 20 ceker  ( 6 1 m ) per berbobot 91 5 ton beserta mampu menadah(i) 48 5 ton cecair 	4	True	structural change
technology	Ketel ini dipanaskan oleh pembakaran batu bara, 6.611 ton di antaranya ditampung di bunker Titanic dan 1.092 ton sisanya disimpan di Hold 3. Tungku-tungku tersebut membutuhkan lebih dari 600 ton batu bara sehari yang disodok ke dalam menggunakan tangan, sehingga membutuhkan tenaga 176 juru api selama 24 jam. 100 ton abu per hari dibuang dengan melepaskannya ke laut. Pekerjaan seperti ini tampak keras, kotor, dan berbahaya, meski digaji relatif besar, ada tingkat bunuh diri yang tinggi di antara para juru api yang menjalaninya.	"Pemrograman terstuktur, struktur kanonikal: Menurut Tesis Church-Turing setiap algoritme bisa dihitung dengan sebuah model yang dikenal Turing komplet, dan menurut demonstrasi Minsky kekomplitan Turing membutuhkan hanya empat tipe instruksi—GOTO bersyarat, GOTO tak bersyarat, penetapan, HALT. Kemeny dan Kurtz mengamati bahwa saat penggunaan GOTO tak bersyarat yang ""tak disiplin"" dan IF-THEN GOTO bersyarat bisa menghasilkan ""kode spageti"" seorang programer bisa menulis program terstruktur menggunakan instruksi tersebut; di lain sisi ""juga memungkinkan, dan tidak begitu sulit, untuk menulis sebuah program terstruktur yang buruk dalam sebuah bahasa terstruktur"""	4	False	non-plagiarism
